,RTL_STORE_CD,RTL_FIPS_COUNTY_DSC,RTL_PREMISE_TYPE_CD,RTL_CHANNEL_DSC,RTL_SUBCHANNEL_DSC,RTL_BEER_FLAG,RTL_LIQUOR_FLG,BEERTYPE
17,101533075,CUSTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
18,100684905,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
19,101652853,BRYAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
20,103606454,SEQUOYAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
21,100531419,LE FLORE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
22,100097792,KINGFISHER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
23,100098653,CHEROKEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
24,100356182,TULSA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
25,107231357,WASHINGTON,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
26,101542732,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
27,107405160,LOGAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
28,100137387,GARVIN,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
29,100554516,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
30,100290292,MUSKOGEE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
31,102338890,KIOWA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
32,101706099,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
33,100330151,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
34,101841270,CANADIAN,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
35,100162241,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
36,101911118,OKLAHOMA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
37,200096836,CLEVELAND,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
38,200135891,MURRAY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
39,101946378,OKFUSKEE,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
40,101515789,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
41,101822014,MCCLAIN,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
42,100208481,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
43,100208553,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
44,103925173,POTTAWATOMIE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
45,200699493,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
46,101945829,MCCLAIN,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
47,100307673,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
48,100450429,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
49,202068907,CLEVELAND,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
50,200681780,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
51,107266072,LINCOLN,ON,RECREATION,CASINO/GAMBLING,Y,Y,LowPoint
52,100742094,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
53,103779971,TULSA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
54,101930521,COMANCHE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
55,102393134,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
56,100495722,ROGERS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
57,107223937,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
58,100139621,ALFALFA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
59,100269341,TULSA,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
60,100465402,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
61,203559286,KIOWA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
62,200685015,OSAGE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
63,101820211,LE FLORE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
64,100962128,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
65,100096772,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
66,101767913,ROGERS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
67,101923258,MUSKOGEE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
68,200320325,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
69,101942843,OKLAHOMA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,N,LowPoint
70,100391819,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
71,100391834,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
72,101852432,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
73,103735162,PAYNE,ON,BAR/NIGHTCLUB,ADULT ENTERTAINMENT,Y,N,LowPoint
74,100742109,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
75,107459292,OKLAHOMA,ON,DINING,CASUAL DINING,Y,N,LowPoint
76,107514155,CHOCTAW,OFF,LIQUOR,BEER SPECIALTY STORE,Y,N,LowPoint
77,107526955,TULSA,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
78,101693736,TULSA,ON,DINING,FAST CASUAL,Y,N,LowPoint
79,101936964,WASHINGTON,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
80,100566409,SEQUOYAH,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
81,202556742,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
82,100550739,PAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
83,100673130,GARVIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
84,102228821,OKLAHOMA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
85,300251242,OKFUSKEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
86,100500157,CUSTER,OFF,MASS MERCHANDISER,CONVENTIONAL MASS MERCH,Y,N,LowPoint
87,100647203,KAY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
88,200684889,LOGAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
89,100473644,MAYES,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
90,100097694,CUSTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
91,200323023,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
92,100691457,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
93,101965306,PAYNE,ON,DINING,FAST CASUAL,Y,N,LowPoint
94,200097657,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
95,107457795,OKLAHOMA,OFF,GROCERY,SUPERMARKET-NATURAL/GOURMET FOODS,Y,N,LowPoint
96,100699511,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
97,200329184,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
98,207445587,GARFIELD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
99,101737964,WASHINGTON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
100,107335479,OKLAHOMA,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
101,100465382,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
102,100424893,PITTSBURG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
103,101976624,CHEROKEE,OFF,EXTENDED MASTER OFF-PREMISE,MARINA,N,N,LowPoint
104,107202315,LE FLORE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
105,105526766,GARFIELD,ON,DINING,CASUAL DINING,Y,Y,LowPoint
106,101712822,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
107,107445732,NOWATA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
108,102551822,MCINTOSH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
109,101527233,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
110,100163248,COMANCHE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
111,101973286,TULSA,ON,DINING,FAST CASUAL,Y,N,LowPoint
112,201438598,MAYES,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
113,102714148,CARTER,OFF,EXTENDED MASTER OFF-PREMISE,RESIDENTIAL ADDRESS,N,N,NonLowPoint
114,101946669,BRYAN,ON,DINING,CASUAL DINING,Y,N,LowPoint
115,107475193,OKLAHOMA,ON,EXTENDED MASTER ON-PREMISE,INSTITUTION,N,N,LowPoint
116,101969232,WOODWARD,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
117,100650220,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
118,100550367,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
119,100097661,HARMON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
120,103129889,OTTAWA,OFF,EXTENDED MASTER OFF-PREMISE,MARINA,N,N,LowPoint
121,200290166,TULSA,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
122,100754511,POTTAWATOMIE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
123,301919943,LE FLORE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
124,101820165,JACKSON,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
125,102142111,COMANCHE,ON,DINING,FAST CASUAL,Y,N,LowPoint
126,100378002,MAYES,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
127,102244965,OKLAHOMA,ON,BAR/NIGHTCLUB,ADULT ENTERTAINMENT,Y,Y,LowPoint
128,100681877,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
129,200949729,DELAWARE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
130,200643928,OKMULGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
131,202006676,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
132,100754353,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
133,101942929,LOGAN,ON,RECREATION,OTHER ENTERTAINMENT,Y,N,LowPoint
134,101759708,CLEVELAND,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
135,107363596,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
136,100238035,MAYES,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
137,100647189,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
138,101968015,OKLAHOMA,ON,DINING,CASUAL DINING,Y,N,LowPoint
139,107182178,CLEVELAND,ON,DINING,FAST CASUAL,Y,Y,LowPoint
140,102520337,STEPHENS,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
141,201712753,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
142,100681878,JACKSON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
143,101937912,COMANCHE,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
144,103509745,TILLMAN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
145,107300468,POTTAWATOMIE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
146,100953371,LE FLORE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
147,102052774,CANADIAN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
148,100450423,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
149,201839963,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
150,100396444,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
151,100164484,CLEVELAND,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
152,101712889,SEQUOYAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
153,104025104,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
154,100681856,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
155,100323129,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
156,101734600,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
157,101812858,BRYAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
158,201770142,DELAWARE,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,N,LowPoint
159,301525579,COMANCHE,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
160,102249656,OKLAHOMA,ON,DINING,CASUAL DINING,Y,N,LowPoint
161,101542662,OKLAHOMA,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,Y,LowPoint
162,101961372,MUSKOGEE,ON,EXTENDED MASTER ON-PREMISE,RESTAURANT NA,N,N,LowPoint
163,102599258,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
164,102334199,TULSA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
165,101973212,TULSA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
166,101911458,TULSA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
167,107366648,BLAINE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
168,100097840,ELLIS,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
169,100989256,CREEK,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
170,100097982,PAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
171,100465400,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
172,100449994,OSAGE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
173,101582793,PAYNE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
174,301964156,OKLAHOMA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
175,200097080,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
176,103648331,OSAGE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
177,202062420,WAGONER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
178,101494181,CUSTER,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
179,204027450,OKLAHOMA,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
180,101921241,ADAIR,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
181,100923141,CLEVELAND,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
182,100950460,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
183,100449942,WOODWARD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
184,100165798,ROGERS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
185,101874827,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
186,200926168,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
187,100450431,OKMULGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
188,100316345,JEFFERSON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
189,107364841,NOWATA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
190,101911271,CHEROKEE,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,N,LowPoint
191,107010875,LOVE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
192,207483000,KINGFISHER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
193,100754438,DELAWARE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
194,101956688,WAGONER,ON,DINING,FAST CASUAL,Y,N,LowPoint
195,201945780,OKLAHOMA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
196,101941121,JEFFERSON,ON,DINING,FAST CASUAL,Y,N,LowPoint
197,100252315,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
198,100791492,LOGAN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
199,104040593,CANADIAN,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
200,100647244,SEQUOYAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
201,201940851,LOGAN,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
202,100635640,CARTER,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,LowPoint
203,100473505,CHEROKEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
204,107390815,TULSA,ON,DINING,POLISHED CASUAL,Y,Y,LowPoint
205,107448074,KAY,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
206,100438415,CLEVELAND,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
207,107321117,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
208,100554457,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
209,101992315,LOGAN,ON,RECREATION,STADIUM/ARENA/CONVENTION,Y,Y,LowPoint
210,100318509,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
211,101922344,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
212,201820152,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
213,100566422,WOODWARD,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
214,100795080,TULSA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
215,100647638,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
216,100616895,OKLAHOMA,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,LowPoint
217,100944547,KAY,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
218,101771749,OKLAHOMA,ON,DINING,CASUAL DINING,Y,N,LowPoint
219,100165657,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
220,101937566,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
221,101942045,NOWATA,ON,RECREATION,PRIVATE CLUB,Y,N,LowPoint
222,101930235,WOODWARD,ON,RECREATION,GOLF/COUNTRY CLUB,Y,Y,LowPoint
223,100431933,PAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
224,100492235,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
225,100546379,DELAWARE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
226,100923159,CLEVELAND,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
227,100330395,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
228,201820133,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
229,100263937,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
230,100323052,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
231,203869413,OKLAHOMA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
232,100098687,PITTSBURG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
233,100742052,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
234,202098855,PITTSBURG,ON,DINING,FAST CASUAL,Y,N,LowPoint
235,102061886,TULSA,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
236,100945229,GARFIELD,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
237,100967507,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
238,101638089,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
239,107077406,CARTER,ON,DINING,CASUAL DINING,Y,N,LowPoint
240,101910202,KINGFISHER,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
241,203984614,OKLAHOMA,OFF,GROCERY,SUPERMARKET-LIMITED ASSORTMENT,Y,N,LowPoint
242,101930506,OKLAHOMA,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
243,101433304,PONTOTOC,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
244,100097532,JOHNSTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
245,203928105,CADDO,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
246,100673192,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
247,201808541,NOBLE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
248,101857854,CREEK,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
249,100448495,WASHITA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
250,107224433,PAWNEE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,N,LowPoint
251,100673241,GARFIELD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
252,101945401,LOGAN,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
253,102003500,POTTAWATOMIE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
254,102051568,OKLAHOMA,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
